#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_IN_001;A sufi merchant has arrived from Arabia. His ship is severely damaged and carries rare goods. His crew are divided weither it was Sea Monsters or the Ocean trade winds that caused the damage.;Le confucianisme est une religion diverse comportant quatre branches principales : le ren, le li, le zhong et le xiao. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Konfuzianismus ist eine vielfältige Religion mit vier Hauptzweigen: Ren, Li, Zhong und Xiao. Wenn Ihr konvertiert, könnt Ihr einen davon auswählen.;;El confucianismo es un religión variada con cuatro ramas principales: Ren, Li, Zhong y Xiao. Cuando te conviertes, debes elegir una.;;;;;;;;;x;;;;;;;;;;;;
EVTTITLE_IN_001;The ship;;;;;;;;;;;;;x
EVTDESC_IN_265.1;[sediplomat.GetTitledName] comes to your palace mounted on a fine steed. You ask why they seem jumpy, as no-one is to carry weapons by the palace, they reply one of their number has been poisoned. You confirm the rumour the [vassal_who_hates.GetTitle] has been imprisoned. They demand you put him to death.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_265.1;Accept the demands.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_265.1_TT;You promise to execute [vassal_who_hates.GetBestName] in ten days.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_265.1;Deny them.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_265.1_TT;Risk conflict with China.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_265.1;Promise to stop industry.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_265.1_TT;Call off the Clay and Bronze palaceworks.;Je pense que je pouve comprendre.;;Ren, el altruismo humano;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_265.1;You volunteer to become a tributary.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_265.1_TT;Maybe it is best to join the imperial orbit?;Je pense que je pouve comprendre.;;Ren, el altruismo humano;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_265;[sediplomat_envoy.GetTitledName] marches up to your palace steps and accuses everyone to be in connivance with slaying his staff member. Seeing that you have freed the assassin, they demand the [GetFullBaseName] become a tributary of China, or face devestating war.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_265;Accept the demands.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_265_TT;You agree to become a tributary.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_265;Deny them.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_265_TT;Risk conflict with China.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_265;Execute him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_265_TT;Guarantee warfare.;Je pense que je pouve comprendre.;;Ren, el altruismo humano;;;;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_265;Call for [vassal_who_hates.GetTitledName].;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_265_TT;Call [vassal_who_hates.GetTitledName] up to clear the air.;Je pense que je pouve comprendre.;;Ren, el altruismo humano;;;;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_266;[vassal_who_hates.GetTitledName] steps forward and orders his spearmen to aim at the diplomatic party. [vassal_who_hates.GetSheHe] points his sword at [chinese_poison_envoy.GetTitledName]'s throat and forces a confession that he poisoned his staff-member to gain leverage. The Chinese crew make an investigation of his cabin and discover poison.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_266;Jail him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_266_TT;He is detained in your country.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_266;Allow the Chinese to arrest him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_266_TT;He is tied up and will be judged by his ruler.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_267;In order to create an incident you poison a junior staff member, framing a vassal of [FROM.GetTitledName]. You thought the plan worked perfectly, Zhou dying during a feast. What you didn't figure would happen is the vassal would be freed. He near tortured you to death in plain sight of his monarch. To make matters worse your compatriots discovered the poison in your cabin and demand to jail you for your crimes.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267;I was only serving the Emperor!.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_267.4;In order to create an incident you poison a junior staff member, framing a vassal of [FROM.GetTitledName]. You thought the plan worked perfectly, Zhou dying during a feast. What you didn't figure would happen is the vassal would be freed. He near tortured you to death in plain sight of his monarch. To make matters worse your compatriots discovered the poison in your cabin. With mixed feelings they let you be dragged to the cells and sail home to China.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.4;Let me go!.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267_TT;You are tied up and brought homewards.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_267.1;In order to create an incident you poison a junior staff member, framing a vassal of [FROM.GetTitledName]. The plan worked perfectly, with the coy of a concubine you get the ruler to give you whatever you want. You sail home, although you hear mutterings of the crew.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.1;I was only serving the Emperor!.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_267.2;In order to create an incident you poison a junior staff member, framing a vassal of [FROM.GetTitledName]. The first half of the plan worked like the charm of a Wu, the second faltered as the vassal was arrested. After your theatrical display that drove [FROM.GetBestName] to tears, you have secured concessions.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.2;I was only serving the Emperor!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.2_TT;You dodge looks from the cabin crew as you picture your rewards on the creeking softwood.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_267.3;In order to create an incident you poison a junior staff member, framing a vassal of [FROM.GetTitledName]. To your strategic displeasure while you poisoned your adjutant with no problem, you didn't count on the barbarians arresting the "criminal". After your theatrical display that made [FROM.GetBestName] shudder, you have forced them to become a tributary state.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.3;I was only serving the Emperor!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.3_TT;You write a missive to the Emperor over sachets of local alcohol.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_267.5;Your minister [FROM.GetTitledName] has been arrested by [FROMFROM.GetTitledName] for hideous crimes. His party has privately confessed that he did poison a fellow subject to blackmail the [FROMFROM.PrimaryTitle.GetAdjective]. He is locked in a cell in [FROMFROM.PrimaryTitle.GetBaseName].;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.5;Leave him there for now.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.5_TT;You consider this issue closed.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267.5;Offer to drop the issue.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267.5_TT;You will lift the embargo if he is freed.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_267.6;Your minister [FROM.GetTitledName] has landed in Guangzhou and has been detained until further notice. His party has declares [FROM.GetSheHe] poisoned a crewmember to blackmail the [FROMFROM.PrimaryTitle.GetAdjective].;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.6;Leave him there for now.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.6_TT;Let him think of what he's done.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267.6;Lift the embargo.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267.6_TT;You will lift the embargo as a token.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_267.7;[Root.job_chancellor.GetTitledFirstName] announces that a [FROM.PrimaryTitle.GetAdjective] envoy has offered to drop the embargo in exchange for the locked minister.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.7;OK.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.7_TT;You trade the minister's freedom for economic freedom.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267.7;He can bail himself.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267.7_TT;You send the envoy back without his prize.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_267.7;He's dead.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_267.7_TT;You assure the envoy [FROM.GetTitledName] has no need for his servant.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_267.8;[Root.job_chancellor.GetTitledFirstName] announces that [FROM.PrimaryTitle.GetBaseName] has lifted the blockade of [Root.PrimaryTitle.GetBaseName]. In the heightened atmosphere in the [Root.PrimaryTitle.GetFullName] you are proclaimed one of the greatest [Root.PrimaryTitle.GetAdjective] [Root.PrimaryTitle.GetRulerTitle]s.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.8;That I am.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267.8_TT;Enjoy the praise.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267.8;I just got lucky.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267.8_TT;You return to statesmanship.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;


EVTDESC_IN_268;Your attempt to bribe a council member to side with you has failed. Nobody seems interested in betraying their lieges trust.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_268;Drats.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_268_TT;You scramble to make a plan B.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_268.1;You have decided, after noting this land is fairly decentralized compared to China, to bribe the council.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_268.1;Let's get started.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_268.1_TT;You send servants to arrange meetings.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_269;While walking to witness a turtle race you note a foreign servant hailing from [FROM.GetBestName]. He asks for an audience in the "archery range" many nobles visit for hitting the spot. You divert your journey and make his acquaintance. He suggests that the latest trade reforms by [liege.GetTitledName] have shaken the cosmic order of things, and would lead to unbalanced relations between the ruler and his nobles.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_269;I'm all ears.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_269_TT;You agree to destablize your lord.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_269;Only if I get a reward ...;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_269_TT;China will gift you in a myriad of manners.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_269;These talks must stop.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_269_TT;Stand by your liege.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;


EVTDESC_IN_270;You have gathered numerous powerful vassals to your side. They will represent you at a council meeting tomorrow.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_270;Perfect.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_270_TT;You will wait patiently for the results of the meeting.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_271;During a council session you discuss giving no quarter to the Chinese Imperialists when loud cries of dispair errupt from the nobles. "Why go to war over pots and pans?" cries a new member.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_271;I will follow your counsel.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_271_TT;You will avoid risking offending the Son of Heaven.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_271;There is a traitor afoot!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_271_TT;You decide to hold an investigation. This could prove very unpopular.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_271;Diplomatically explain;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_271_TT;Explain why a new trade commodity is worthwhile boon.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_271;Silence!;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_271_TT;Explain how the council is only a formality to stamp your law.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_272;You wait outside the palace with your mission and [chinesekhmer_collaborator.GetBestName] walks out, moments later a servant approaches you and hands a scroll you have a freedom to ask what you wish.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_272;Confront him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_272;Time to go homewards.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_273;Seeing that you were in the capital, you decide to practice your Chinese with the Head Envoy. It was to everyone's shock when his friend dropped dead. In hours you found yourself behind bars. You lose track of time and only are awaken from half-sleep by [liege.GetBestName] himself! Apparently it was the Chinese Envoy who poisoned. [liege.GetFirstName] whispers [liege.GetHisHer] plan;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_273;Fine.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_265;[chinese_poison_envoy.GetTitledName] marches up to your palace steps and accuses everyone to be in connivance with killing his staff member. Seeing that you have freed the assassin, they demand the [GetFullBaseName] become a tributary of China, or face devestating war.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_265;Accept the demands.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_265_TT;You agree to become a tributary.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_265;Deny them.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_265_TT;Risk conflict with China.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_265;Execute him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_265_TT;Guarantee warfare.;Je pense que je pouve comprendre.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_265;Call for [vassal_who_hates.GetTitledName].;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_265_TT;Call [vassal_who_hates.GetTitledName] up to clear the air.;Je pense que je pouve comprendre.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_266;[vassal_who_hates.GetTitledName] steps forward and orders his spearmen to aim at the diplomatic party. [vassal_who_hates.GetSheHe] points his sword at [chinese_poison_envoy.GetTitledName]'s throat and forces a confession that he poisoned his staff-member to gain leverage. The Chinese crew make an investigation of his cabin and discover poison.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_266;Jail him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_266_TT;He is detained in your country.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_266;Allow the Chinese to arrest him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_266_TT;He is tied up and will be judged by his ruler.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_267;In order to create an incident you poison a junior staff member, framing a vassal of [FROM.GetTitledName]. You thought the plan worked perfectly, Zhou dying during a feast. What you didn't figure would happen is the vassal would be freed. He near tortured you to death in plain sight of his monarch. To make matters worse your compatriots discovered the poison in your cabin and demand to jail you for your crimes.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267;I was only serving the Emperor!.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_267;In order to create an incident you poison a junior staff member, framing a vassal of [FROM.GetTitledName]. You thought the plan worked perfectly, Zhou dying during a feast. What you didn't figure would happen is the vassal would be freed. He near tortured you to death in plain sight of his monarch. To make matters worse your compatriots discovered the poison in your cabin. With mixed feelings they let you be dragged to the cells and sail home to China.;;Ren, e altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267;Let me go!.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_267_TT;It is expedient to keep troublemakers locked up.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267;Free him.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_267_TT;Leave him to his devices.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_267;Free him and hatch a plan.;;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_267_TT;He will interupt the ceremony and outfox the Chinese.;Je pense que je pouve comprendre.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
